overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,helpful
3.0,True,2012-08-06,A1FPYSERXPYD63,B008NPBEJA,,Johnny Wu,"I got this cause I was looking for an inexpensive way to have a teleprompter small enough I can go to location shoot, I got myself a tripod dolly that would help me push the tripod around smooth floor and the teleprompter would be ideal for on location 'moving shots with prompter'.

I asked the company at first to make sure it works with my setup: I have a Canon t2i camera and a HVX200 camera. I got a quick response for the answer and after a week, I placed my order.

So, here's my experience with the prompter:

1. Setup
It took me a bit to figure out the instruction how to assemble the pieces together since the instruction with picture was done in b/w color, it was hard to figure out the 'bottom part' of the metal plate, if the curve area should face up or down, after 30 mins of monkeying around, I got it right.

The screws for the prompter were not as 'accomodating', when I got all the pieces screwed together, the screw head was still sticking out a bit. I figured it would be ok... Keep reading, I was wrong...

the Glass was good, the clothe that came with it is of a fabric that can easily attract animal hairs or foam, so I would suggest if you can, switch to a clothe typed that wouldn't be attraction prone.

2. setting it up with my DSLR T2i camera.
I was having a hard time to use the wing nuts to secure it to my tripod (which was a vivitar cheap tripod), the tripod's head screw was shorter, so it managed to secure it. When I screw the wing screw to the t2i, I had a hard time put my fingers between the top and bottom plate (it would be easier if you unscrew the prompter and do rescrew it back). then once I had the t2i on with the prompter, I realized it was wabbly.. Yeap, the screw was longer than the intended hole on the t2i. My thought, maybe I have to get a bolt cutter and cut it shorter, but then I realized, I can easily just get 1 or 2 washers and there, it secured.

HOWEVER, as mentioned, the screws that were used to put the prompter together doesn't stay flat on the surface, your camera would be a bit 'elevated' from the plate as it touches the screws' head.

Ipad was very much 'just flat laid' on the prompter, so if you 'hit a bump' the ipad may falls off, a easy solution: use velcro, tape one part of the velcro on the prompter and the other on back of your ipad case and viola! It is secured :)

2. Using it with the HVX200 and Manfrotto 351mvb2 with 501HDV head. Boy, this WAS a pain, because the prompter's screw's head was not flat with the plate, the quick release for the manfrotto 501hdv would NOT allow it to slide in. So I have to unscrew the top and bottom plates, put the quick release of the tripod on, secure it and then slide the quick release with the bottom plate back to the tripod, and then put the screws back to tighten up the top and bottom plates.

Oh and there is ONLY one hole you can use secure the tripod's quick release to, as the two plates washers to secure the screws are sticking out from the bottom, it is 'JUST about' made it to the corders of the Manfrotto 501hdv head... So you can ONLY tighten it in the 'middle' hole, and then.

Once the top and bottom plates are secured, you can then place the hvx200 on it, sort of secure it (the plate's screw heads gets into the way).

So that means, if I have to take this with me to location shoot, the best thing to do is bring a screwdriver and do the assembly on the stop. :)

Other then that, the prompter does work well. But the extra hassles doesn't warrant a 5",can be better,1344211200,26.0,,
1.0,True,2012-08-23,A1WKUY7T0EM0GM,B005JVMDWI,,Krystal James,"I love the look of this phone. It's compact, attractive, stylist. The swipe features are also really nice and I've found this phone to be relatively easy to use. My Google contacts synced right up and within minutes the phone was ready to go. Tomorrow it's going back to Amazon.

Here's why:
-The phone runs hot. And not just a little warm, or a lot warm, it's hot. So hot it was uncomfortable and I tried to hold the phone by its sides when I used it.
-When charging, the phone got even hotter. I'm not joking when I'm saying it burned my hand. I'm wondering, now that the phone is packed and ready to go back, if my unit was defective. Because if a lot of people experienced this, they're either ignoring it or they don't know how unusual it is for a phone to get that hot.
-My Yahoo! mail wouldn't sync. I kept getting an error. I deleted the account and set it back up 4 times.
-The battery life is terrible. The first day it lasted almost 6 hours and I hooked it up for an hour, after which it lasted for another hour.
-The second day the battery lasted 5 hours. I was barely on it as I was busy and every time I checked the screen, my battery had dwindled another 15-20%. So when it got to 55%, I set it on my desk and walked away from it. Two hours later it was dead to world, in the middle of the afternoon.

I'm coming from an iPhone (due to mine being water damaged). This seemed like a suitable replacement until I could afford to replace my iPhone. But after using an iPhone which lasts all day and doesn't get warm to the touch, this Palm Pre 2 was unacceptable.

I liked the software, but the hardware has some serious issues. I wanted to give it two stars because I really liked the design of it, but two stars meant that I simply didn't like the phone. And I hated it.",Hottest Phone I've Ever Touched...and not in a good way...,1345680000,9.0,,
5.0,True,2012-03-28,A1H2EZUKQ0V6CP,B006N8QJQW,,Daniel Max,"I have the HTC Amaze 4G and this is my third case since I bought it, which was 2 months ago, and I was never satisfied with a case until now. This is by far, the best case I've ever used. Super tough, nice grip, and just looks cool. I was a little worried about the price cause I usually pay anywhere from 2.99-6.99 for a case and this one after shipping was $20. Totally worth it! I don't see myself buying any other case for a very long time. Definitely recommend this product (:",Best Case Ever.,1332892800,6.0,,
5.0,True,2010-08-20,ADPKRJ2BSFJ0I,B003VS2U06,"{'Size:': ' Rubber Soft Cover Case', 'Color:': ' Black'}",Rolla Gravett,"I read the reviews on this cover and ordered one.  Now that I have it, you just can't beat the price.  The holes are in the right places, to include the microphone holes.  The only thing wrong with it is the rubber is in the way to press the buttons on the bottom of the Droid X.  You can push the buttons, but it isn't easy.  You have to push them with your fingernail because the rubber gets into the way.  The modification is to cut the rubber near the buttons an eighth of an inch or so.  There is a place in the rubber on the bottom that indents near the microphone.  Just trim the rubber all the way across just under the microphone indention.  That way the rubber is not in the way to push the lower buttons and it looks and functions well.",Great cover but needs a small modification.,1282262400,9.0,,
4.0,True,2012-02-06,A4TU4M76Y09AR,B006DO73HK,,Andy B,"Fits well on the Atrix 2.  Atrix 2 has some complicated beveled glass, so these guys gut the cover short to compensate - well done. Application was very easy, no bubbles and stays on the phone.  Been on the phone for about 6 weeks, in pocket the screen guard does show a little wear (minor scratching) but nothing too unsightly.  I would buy again, nice price for 5 laser gut screen protectors.","Fits well, works well.",1328486400,5.0,,
3.0,True,2012-09-08,A2DOQMHB46VG8U,B004PYD8T2,,Thavychu,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/OtterBox-Commuter-Series-Hybrid-Case-for-HTC-EVO-Shift-1-Pack-Retail-Packaging-Black/dp/B004PYD8T2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">OtterBox Commuter Series Hybrid Case for HTC EVO Shift - 1 Pack - Retail Packaging (Black)</a>

Why this hard shell case?

Otterbox knows what they are doing.  Most hardshell case comes in 2 pieces for the EVO Shift, this is technically 3 pieces. There's the rubber that engulf the entire back part of the phone.  The rubber is set up in a way where it create a nice seal to prevent dust, lint, or the accidentally spillage that may occur.  I have dropped the phone from table height straight screen down onto hard tile, the piece that goes over the bezel of the screen came off.  Prior to this, I have had dropped my phone the same way and cracked the screen.  Luckily I have insurance, and got it taken care of.  Initially I thought there were going to be the same damage, fortunately the Otterbox protect my phone! Popped the bezel piece back on and it's like new again.

Pros/Cons:

-makes it slightly bulky (especially when put in pocket)
-rubber seal of earphone jack, charger port and power button and volume button is covered
-can be slippery and tricky when trying to slide the keyboard out (takes a few sliding to break it in)

Final Thought: This case is great for a sporty, active person.  If you wear a suit and tie, this will mess up your slack and add too much bulk if place in jacket pocket.",Hard shell for clumsy hands!!!,1347062400,2.0,,
5.0,True,2012-01-27,A1BBAJWL4EJ0J1,B004LJ8N78,,mike,"First let me say I was on my family's plan with a Droid Incredible and grandfathered unlimited data. I was paying my parents $30 a month (for my own data use) and they covered the rest. My girlfriend had her own verizon plan but it was costing her $80 a month!! without a smartphone! She switched to VM, with the HTC Wildfire...soon after I joined her on VM in an attempt to become more independent from my parents.

The day I recieved it, I activated it, transfered my verizon number, rooted and flashed cyanogenmod onto it in less than 24 hours. The number transfer took less than an hour for mine and my GFs, the root took about a half hour. I had never even attempted flashing with my Incredible. With this phone, it was super easy but very nerve wrecking lol (thinking you bricked your brand new $100 phone). Now, with cyanogenmod, its 10x better than my incredible. CPU downclocking when its not in use saves TONS of battery, awesome screen effects, everything looks and runs very well. Going from a 1ghz snapdragon to this with cyanogenmod; the change is barely noticeable.

Phone : It doesnt have an FM radio. I wish it did cause I listen to the radio a lot. No camera flash either, meaning no flashlight app (I used this often on my incredible). Poor but acceptable quality camera. Physical keys can be annoying. Screen is NOT glass. Its a $100 phone, you get what you pay for in features but the build quality is pretty good.

Service : Activating the phone was great! The guy i talked to was easy to understand and very nice. Transfering my number took under an hour, I started the $35 a month plan online with a debit card, easy peasy. As far as coverage goes, RESULTS WILL VARY! I cannot believe people complain about coverage on their reviews of this phone, its sprints fault, not the phone. In Grand Rapids, MI, we get good coverage. Download speeds are decent (of course slower than verizon. 20+ verizon towers vs sprint's 2), call coverage is fine, I haven't dropped a call or had 0 bars yet.",switched from Verizon Droid Incredible.,1327622400,3.0,,
4.0,True,2012-12-03,A1Z7EVG2PXPKSE,B00996HJ1E,"{'Color:': ' Black/Red', 'Package Type:': ' Standard Packaging'}",ben,"nice case  one problem the inner case is hard to close the outercase sliding off from pressing the power button. the area where you would plug the head phone and charger is so elevated you need a  flat end to use them i have to cut mine off so i could use.  but for $7 buck it protect and the stand is functionable. it kinda overlap the phone so the letters in the corner are hard to use when typing.
not for everyday use great for work ..not for everyone",work,1354492800,4.0,,
1.0,True,2011-02-03,A1CNFXGD1T5XIF,B0053SM17Y,,Jason Zimmerman,"Realook arrived very quick and was as stated, so the seller gets 5 stars.  Now, about the product....

I've installed screen savers, window tint, other film where bubbles are a no-no.  I'm not a beginner and I'm very meticulous, so I was surprised how difficult it was to get this on correctly. If my environment was any more free of lint and dust I would have been in Intel's processing chip lab.

Screen Protector #1: I lined up the protector perfectly at the top of the phone but as I laid it down it it created a bubble on the bottom outer edge where it didn't line up perfectly.  How did this happen??  I had to peel it off to start again but it was extremely difficult to do so.  The supplied tape couldn't help me get the screen off.  Once I did get it off and on again another bubble had appeared in the screen from where I pried it off.  I suppose I compromised the plastic.  This was not fixable.

Screen Protector #2: I re-cleaned the phone and proceeded with the written instructions (again). This time a bubble appeared that I could not scrap away with the supplied tool.  I could not see any evidence of lint or dust.  I peeled it off and as I did so something got on the sticky side.  I followed the instructions to rinse in warm water and let the screen air dry.  I cleaned the phone again and went to reapply the product and this time there were more bubbles that wouldn't scrap away. In trying to get the protector off again I damaged it.

Money wasted.",Just Doesn't Work,1296691200,3.0,,
5.0,True,2012-01-07,A2SFG22NO0PUV6,B005LBEGAI,,Amazon Customer,"I purchased this battery to replace the 1500mAh battery in my original Samsung Epic 4G (not Touch) that is a little over a year old.  The original battery life was horrible, and I was hoping that this would make a significant improvement.  At the same time, I changed ROMs on my phone from a rooted stock Froyo ROM to ACS ICS based on Gingerbread.  Between these two actions, I went from my phone battery dying in about 8 hours to lasting the full day with about 30% remaining at night!  I did see a substantial improvement with the original 1500mAh battery, but this new battery was even better.  I strongly recommend this for anyone with a Samsung Epic 4G.",Great for the Epic 4G,1325894400,27.0,,
5.0,True,2012-07-27,A3Q11RTR6ZRKOQ,B007JZ59OG,,Eric P. Wilson,"I love my HTC Vivid phone (AT&T) and use it for various things.  Of course that uses up the power!  Well this handy portable charger and stand does a great job charging the phone and also act as an alarm clock.  There are a few apps from Google that you can use and make it a night stand clock.  Ideal for travelers too!  Take the device and plug, put in your suitcase, and plug it in at the hotel.  BINGO.  Charges while you sleep and act as a clock at very low settings.  Totally awesome.",Great clock and charger,1343347200,7.0,,
4.0,True,2012-08-15,AH9IN34WRKTZA,B006EXT5TO,,REGINA S BENNETT,"My one and only complaint about this phone is i didn't know I couldn't watch movies on it.  You can't find (I couldn't) a Flashplayer that's compatible with it. Everything else on this phone works and opertaes perfectly.  I'm hooked on ANDROID.  I'll have to upgrade to one that will allow me to watch movies on it.  I can do everything on youtube on this phone that I can do on my PC at home.  I love that.  Yes, it does freeze up on youtube but it does that at home too.  I watch movies on youtube to substitute for not being able to do it on hulu, netflix, etc.  I'm not supposed to be doing it at work anyway so why complain.  But I do love this phone.  The calls are clear everywhere except my bathroom.  The volume could be a little louder too but come on, isn't it the same on all devices?  Get this cool little powerhouse of a cell phone.  You won't be disappointed.  My brother pays $174.00 PER MONTH FOR SERVICE THAT I GET FROM net10 FOR $50.00 PER MONTH.  COME ON!!!
UPDATE:
Okay,so here's the deal after a few months of owning this phone...the screen is starting to black out during calls or when I'm trying to press the speakerphone, the calls are dropping at least once every other day, the battery that came with the phone has already had to be replaced, and it's time for me to upgrdade.  I still can't say that I'm disappointed in the phone.  It still performs well with a few problems but don't all phones have a few glitches and bugs to be worked out?  A little?",PRETTY COOL 1st ANDROID,1344988800,3.0,,
5.0,True,2011-01-04,ABKY1DWUIDORY,B004CDQXBG,,RTS76,"If you have an Evo 4G and are looking for a stylish, handy cradle for it (and it spends its time sans case), this may be just what you're seeking!

I ordered this unit because the other cradles were all too squared-off for my tastes, but there were no reviews at the time so I wondered about quality, etc... Upon getting the actual cradle my concerns were proven to be unfounded!

What you get is a nice cradle unit (with a small desktop footprint, for those who seek that), two micro-USB to USB cords, and a separate USB plug-in charging unit (unlike the picture above, which is a good thing in my book!) so you could easily use the cord from the unit and the OEM HTC plug-in unit if that's your thing.

My Evo fits into the cradle nicely (without a case - If you require a cradle that accepts a case this will probably NOT work for you as it is a very close fit) and the design of the base keeps everything solidly planted in an upright position. The finish is good, and the blue LED at the front of the unit is nowhere near as distracting as I feared that it might be! The second battery slot, which tucks the spare battery away discreetly behind the Evo, is a bit of a tight fit but it seems to work nicely too(It requires the second USB cord to be hooked to power as well, which is no big deal to me but a unified single-cord setup would have been even better...)

Overall I would have to say this is THE cradle to get if you're looking for a stylish way to keep your Evo upright and functional atop your desk (assuming you keep your Evo sans case).",Stylish and functional charger for the Evo,1294099200,7.0,"['https://images-na.ssl-images-amazon.com/images/I/51A2QN8ssdL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iQPdgkN2L._SY88.jpg']",
3.0,True,2012-09-28,A3L2S5L3XHBCAD,B008QUSOD6,{'Color:': ' Jean Indigo'},J. C.,"Bought thinking it was dark blue and gray or silver.  The image above and the description do not clearly indicate that its bright white. I have the dark blue version of the S3 and this looks plain silly on it.  Had it been silver I would have been slightly more happy.

It's a flip case (book fashion) as demonstrated in the images.  It does not fold flat against the back when open.  It might after it gets well broken in but i don't plan on keeping it long enough to find out. The leather (it smells like leather) appears to be glued directly to the back of the plastic holder.  This adds an unnecessary ridge and additional thickness to the case.  It would have been better had they provided a recess in the plastic and attached the leather flush.  I see a future of edges that get pulled up with the way it is now.

All buttons and charging port are accessible.  The thickness of the plastic makes the power and volume buttons not as easy to press.  This can be good and bad in that you won't accidentally press them, but it takes more force to push the meat of your finger into the area to activate the button. For some reason there is an unexplained open corner on the back, top right of the plastic case.  I have no idea why it is there and it exposes the corner of the phone to direct impact if the phone is dropped. Why?",Its blue and BRIGHT WHITE,1348790400,3.0,,
3.0,True,2012-04-25,A1AQYPXMUZWNFK,B004DBAT2Q,,Kindle Customer,"Since this was advertised along with the listing for the new Samsung Galaxy Tab 2 7.0"" tablet, I thought this just might fit and be OK. It IS real leather and sold at a PU Leather (means Phony Ugly) price. In addition to the case blocking the rear camera as others have noted, the case also blocks the IR lens on the right side of the Tab 2 and the headphone jack at the top. So this becomes more of a protective case for transport since the tablet has to be removed to use the rear camera, external audio or the IR features.

On a positive note, the volume control, power switch, front camera and charging/data connector all line up OK.

I think I'll try out a silicone case and pouch",Not for Galaxy Tab 2 7.0,1335312000,4.0,,
2.0,True,2011-03-21,A2I9G7TRCQEO8S,B00GQ9HWB4,,Pao,"I tried the AB82 armband with an iPhone 4 and will be returning. Reasons:

1. The cover is not long enough to enclose completely the phone lengthwise (Without any case or bumper. With bumper/case it sticks out).
2. The volume of the pouch is too big for the phone, so the clear plastic window does not ""stick"" to the phone so that you can easily go thru the menus (prior to exercising).

On the upside. build quality seems pretty decent.",Not for iPhone 4 (AT&T version if it matters).,1300665600,5.0,,
1.0,True,2011-08-21,AZPZROZJIKBE8,B002AQLYCU,,D. Meulen,Doesn't work for 4th Generation iPod Shuffle. The charging adapters don't even work. Total Piece of Mung. AVOID. I also need 20 words so that I can post this review. Really Amazon? I have Prime with you guys and I have to do this 20 word thing? I said everything I needed to say about the product in less than 20 words.,Not worth my time to return.,1313884800,2.0,,
1.0,True,2012-06-07,A20LZTM5R3T53W,B005PVXIWQ,"{'Size:': ' .!Only Bluetooth 2.0', 'Color:': ' silver', 'Package Type:': ' Standard Packaging'}",R. Bennett,"The unit I received was not retail packaging. It came in a plastic bag and did not include the ""in-ear hook"" or ""2 in-ear gels"" as described. I intended to use this in noisy environments with the ""in-ear gels"". I'm very disappointed.",Not retail packaging,1339027200,5.0,,
5.0,True,2012-12-13,A27ZKPKIQGADIG,B0090SB1CE,{'Color:': ' Black'},Jim Dee,"This is exactly what I wanted, sturdy enough for what I need it for. Fits perfect for my Motorola Droid phone, and I also use it with my Tom Tom One navigation device, yes it spreads open that wide. The included disc plate lets you mount it anywhere, I stuck mine under air controls close to the ac plug. The mount twists and turns to almost every angle so my passenger can control my device while i'm driving without dismounting from the cradle. Love it and i'm purchasing another for my motorcycle!",love it!,1355356800,10.0,,
1.0,True,2011-07-20,A26H7EK9DHC2DA,B004Y05F70,,JAE,"With a 800 MHz processor, you would think that this phone was going to have some speed.  Think again. Samsung failed on this product.  I would find myself pressing buttons 2 or 3 times to get a response.  I recently sold the phone and bought a 600 MHz, LG Optimus V.  The Intercept makes the Optimus V look like a super phone.  If you want to save yourself some headache and time pressing non-responsive buttons, get the Virgin Mobile LG Optimus V.","Could of, Should of, but Didn't",1311120000,5.0,,
4.0,True,2011-11-01,A3K18KGUDYZ3X6,B003RFLSY2,,elmo,"Overall a very nice product.  Wasn't sure I could trust the velcro closure to hold my iphone securely but it hasn't been a problem.  Ear bud cord wrap works great, just turn rubber cover inside out, wrap cord and flip the cover back down.  Quick closure armband is easy to open and close one handed.  Would be nice if armband didn't move out of adjustment when it was open but it's easy enough to re-adjust before each use.",Nice product,1320105600,2.0,,
5.0,True,2011-12-22,A336YOKNRKKDTS,B005FUNYSA,{'Color:': ' Black OTG'},Kal M. A.,"I just want to confirm,
This unit will work fine on both Galaxy S2 and Galaxy Nexus
But as previously mentioned, the Media Storage will not work on the Galaxy nexus as it lacks the drivers I think,
But I did try it on a Galaxy S2 and it did recognize my flash drive (32 GB) and I was able to play movies directly from the drive..",Galaxy S2 vs Galaxy Nexus,1324512000,2.0,,
4.0,True,2010-06-25,A2V3ZNM5CM601F,B002RL8TFS,"{'Size:': ' .!Only Bluetooth 2.0', 'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",Geri Holliday,"Never having owned a Bluetooth before, I did a lot of reviews on several brands.  This brand had excellent reviews.  I went to a store and looked at several and was told that this brand and a couple of others were the best one so I chose this brand.  I am pleased with it although I've got to get used to wearing that loop behind my ear along with my glasses.  It's very lightweight and I like the buttons on the device.  My only problem with this one is that the Motorola H17Txt with Motospeak is only available for use on the Droid phones.  Another feature which is the A2DP streaming capability to an iPhone isn't possible yet.  When I called Motorola they told me that this device did not stream and I'm a little upset about that.  But overall good product for the price.  It's $50 more in the store.",Excellent Bluetooth for the Price,1277424000,2.0,,
5.0,True,2012-05-29,AN7SZ15K769UI,B004X23VWU,,Jeffexit7,This is my 3rd order and just love this ink. My canon printer accepts it with no problems. I'm amazed how well it works and the price is great! I will never buy Canon ink again!,Best ink deal anywhere!,1338249600,3.0,,
5.0,True,2012-10-29,AOTH17ZH6DCF4,B009ATUUYS,"{'Size:': ' iphone5s', 'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",Josh,"I was very Skeptical on buying this case but im glad i did. i have been through many cases with the new iphone and i think this is the one for me. although it is very basic it has a lot to offer. the plastic or TPU that the case is constructed out of is of very high quality. its very rigid and stiff. no ""saggy"" effect as you would get with other cases out there. very tight form fitting case i must say. love that feature about this case. secondly the corner bumpers are a nice touch. this is were the case comes in most importance. the corners are very thick and firm. in the package you get 3 other different colors..which are black,red, and white. the case comes with lime green already installed on the case but i didn't care for that combination so i added the white bumpers which looks cool. i don't really have anything bad to say about this case expcept for the areas around the volume/power buttons. they are semi-hard to press down but i kinda like that feature because this way i don't accidently lower or vice versa higher the volume or accidently turn the phone off while its in my pocket. the texture of the case is perfect. it doesn't stick to your pockets and still maintains a good grip while in your hands. the case works great with a screen protector. no bubbling whatsoever. the best part of all is the price. retail price is 30.00 at your local Sprint/AT&T stores and i got mine here at Amazon for 19.95. a must buy! you will not be disappointed if you purchase this case",Awesome!,1351468800,3.0,,
5.0,True,2011-12-22,A35X7UKE1F0YIT,B004XIE6WI,,Joseph F,"I have owned this phone for just about 4 weeks now.

As for the design of the physical device, the size and shape is very similar to iphone so it feels comfortable and almost perfect when held in your hand. I have not owned an iphone before, but I have held them.

I do wish the micro USB input was at the bottom of the phone, but the little door to keep dust out is definitely nice. Comparing this device to other smartphones I have owned, it seems that in most cases, the audio port is always next to the USB port and having the audio port at the top is a big plus for me.

The screen is very nice and so far, the pictures have been good. The microphone is poor for video recording, but nobody has complained about the sound during a conversation. Besides talking through the handset, I also use a bluetooth headset, which I already owned, and though I have not had a phone conversaton with any other mic'd headsets yet, but I have listened to music through other headphones, as well as the the stock accessory, which sounds more than decent, and the volume output is adequate.

The best software feature on this phone is Swype keyboard input system. It takes a bit to master Swype, but when combined with a small stylus, it is simply the fastest phone input method I have used yet. Not much else to say about the phone's software. It is Android and it can have a glitch every once in a while. I noticed a wierd moment last weekend when I was trying to turn on a flashlight app at the precise moment that my alarm was trying to alert. I did not know what was happening, but was able to I figure it out as soon as I restarted the phone.

In my humble opinion, the price will probably go lower very soon, but I needed a phone and this compares very well with other unlocked, AT&T compatible, phones that I found available here on Amazon.","Great features, performance and price!!",1324512000,4.0,,
5.0,True,2011-06-17,A2WXI0SKEJCLF5,B004Z9Q1BY,,SoundMan73,"I bought 2 of these to make sure I got it right.  Comes with plastic squeegee and lint free cleaning cloth.

Here's the step I used for success:
-Clean phone screen in BRIGHT light making sure to remove any dust, fingerprints or smudges.
-Get a bowl of warm water w/ a drop of dish detergent.  Let the bubbles settle.
-Place the screen protector w/ backing in water COMPLETELY submerged.
-Peel white backing off while UNDER water.
-Peel SLOWLY.  I did the first one too fast and got a wrinkle.
-Place a few drops of water on your Casio Commando screen w/ phone powered off.
-Place protector on screen w/ WET SOAPY fingers ADHESIVE SIDE DOWN.
-Use supplied plastic squeegee to remove bubbles from under protector.
-Work with the edges for about 5 minutes keeping the TOP of the protector slightly wet.
-Use a lint free towel or cloth to dab away excess water.
-Voilla!  Works like a charm.

Very thick, yet slick protector.  Has about 1/16th of an inch clearance around sides in order to get all water and bubbles out.

Mine was a little hazy after application which is normal.  One day later it is CLEAR and smooth.

If you're in doubt, buy 2!  :-)",No fuss!  Worked like a charm,1308268800,12.0,,
4.0,True,2011-10-06,A29TSPI4U7YV9M,B005NJ6EPI,,JAYSIND,"Honestly, I purchased two of these wondering if they looked better than they functioned and after receiving them and setting them up I found that they are just as functional as they are stylish!

The dock is a simple yet elegant design that holds the phone at about a 65-70 degree angle which is perfect for viewing. The cable included, although only a USB cable and not a DC cable is still very nice, durable and will connect to any DC-USB plug. I picked up a few locally for quite cheap and plugged them in. The base is sturdy and the connection to the phone is snug but the phone does wobble a tad when the base is used. Considering this is a charging and docking base I don't see this as a major problem. My own phone sits nicely without any case or skin and my wife's phone which has a snap-on cover still fits well without any issue whatsoever. Another great feature of this affordable dock is that you can sit your phone on it in landscape mode since it offers extra room in front of the micro-usb connection for the phone.

One of the huge benefits over other units is that this one is more ""universal"" in design meaning you can turn the micro-usb connection around should you need to use it for a phone that has a port facing the opposite direction.

Pros:
Stylish
Sturdy
Stable
Samsung Galaxy SII can fit with or without a case attached
Phone sits nicely in portrait or landscape without any issue
Since the charge/dock unit uses a micro-usb you can pretty much use it with any other phone, not just a Samsung i9100 so this unit will come in handy when you upgrade to a new phone!

Cons:
Only comes with a USB cable and not a DC cable (this is specified in the description but just wanted to mention it)
The connection between the cable and the stand itself is a bit wobbly but not a deal breaker by any means","A very versatile, stylish and functional charger/dock!",1317859200,36.0,,
3.0,True,2012-08-12,A3U5X10080KAOD,B0079K4INE,{'Color:': ' Black'},rcevans,"I have bought two of these MG114's and one MG115 and have found that Arkon's entire MG product line has the same weak ball joint problem. It's a shame because I have found their suction cup and their device holding assembly far superior to anything I've ever used. Their products main strength is the ability to easily seat and unseat a mobile device onto a windshield mount without concern for compatibility with the case you're using. My work around to the ball joint issue was to put a couple of drops of Gorilla glue in the ball joint assembly and adjust the device to the optimal viewing angle as it was mounted on the windshield. Naturally, this freezes the unit in place making it no longer adjustable, but it makes it very secure and sturdy. If you already have a mount that is too loose to stay in place while the glue dries, Cut some fabric off of an old 100% Polyester shirt (I used and old softball jersey) in 2"" x 2"" squares, Fold this fabric over the ball and press the ball into the ball joint.
Use the number of fabric squares necessary to tighten the assembly so it will hold your phone in place. Then remove the ball from the joint and put drops of Gorilla glue on the fabric layers and reassemble. Adjust the device as necessary for optimal viewing and give the assembly 30-45 minutes to dry. Place a cloth directly below the unit to catch any glue that drips.
Use scissors to trip any excess fabric away after the glue has dried.
I would suggest to Arkon that they would have a perfect product if they used the ball joint assembly of the IPM515 product on their MG Line.",Work around  to weak ball joint...,1344729600,2.0,,
4.0,True,2011-12-20,AKXDZEBFFCAWA,B005BP9WN0,,Tutungzone,"I normally purchase TPU cases, not nessarily from this seller... but in general. This case fits tight, though more rubbery than my other cases, was a bit of a booger to get onto the phone. The lip is very tight, so if you are wanting this is take on and off in a hurry, this case is not for you. The power button is covered and the cutouts are a hair off, but does not affect pictures, or buttons. Overall, very impressed with the shipping, and the cost of the case.",Decent Quality...,1324339200,3.0,,
2.0,True,2010-10-30,A1I05PD6Y0L9XC,B000UC158O,{'Package Type:': ' Standard Packaging'},RocketRanger,"My equipment:
iPod Touch (4th Gen) as Bluetooth Source
Alpine CDA-9815 as AUX in Receiver

Intentions:
Save on Connector Wear and Hassle by Going Wireless
Make Hands Free calls on Skype using wireless hotspot device
This is the only product of it kind that I could locate
  -Bluetooth Music Receiver with a Standard AUX output (Works with ANY car stereo with a AUX in option!. Go Clarion!)
  -Combines many BLuetooth standards HFP, HSP, A2DP, and AVRCP protocols
  -Very promising if this is their first attempt at such a device!!!

Cosmetics and Concept:
-Nice device from an aesthetics point of view
-Well lit
-Responsive
-Compact
-Full featured
-Installation was a joy, less the 1"" long power lead for +12V, arghhhh
-Connected easy and fast to my iPod Touch

Audio Quality (NOT Phone, but for Music):
-Manual specs freq resp as 30 to 20Khz. The roll off is not offerd (3dB points??) 30Hz in not acceptible for a quality system.
-Gross distortions that anyone could pickout. If you are into quality music in the car environment, forget this device!
-High Frequency distortion in the form if digital ""swishing"". Sounds alot like a 96kbps MP3 encode.

Skype experience:
-The device did not qualify as a ""head-set"", so the mic on the BLT370 failed to work. Up-side is the audio was avail through both left and right.
-NOT a headset solution for the iPod thorugh SKYPE!!! Still must plug in a MIC to the iPod.
-NOTE: This is probably a limitaion of SKYPEs APP and not a failing of either the iPod or the BLT370!!!! Maybe there is a better phone app out there for iPod??

Observations:
-Annoying status LED most of the time. The feedback is good, but hella annoying at night indeed. Black tape!
-Short power lead for +12V (1"", no joke)
-Left and Right, but not both for phone audio through the car stereo. Why would they do this?
-Cost would be right if it didn't fail so badly in the sound quality department
-Could I have a defective unit? Doubt it..... This was a refurbished unit off Amazon. Either way, if Clarion failed to repair a refurb , than this feddback and review is still fair.
-As a Cell-Phone headset\control solutions, this little device appears perfect.

Selling the little guy. If someone has a need for a handsfree headset\control solutions for your Cell-Phone, this little device is awesome!!! If you like music and want to impliment a iPod Touch, find another solution or continue to use the dock connector.  :)

RocketRanger",Not for Music - Pretty Good Otherwise,1288396800,2.0,,
